propertycode,Minimum,Maximum
652129,195.54,242.0
652134,212.24,277.71
652135,91.87,137.27
652139,62.83,212.24
653811,53.44,59.39
654860,73.91,106.63
654971,73.91,126.71
655087,90.75,90.75
655532,105.59,174.23
657718,78.49,184.87
657752,63.36,95.03
658570,63.0,101.22
658691,69.71,139.43
658842,30.7,87.81
658913,40.18,65.3
659993,95.03,95.03
661197,299.77,473.39
661198,52.8,73.91
662144,38.88,128.59
662882,68.64,121.43
662960,68.64,95.03
663581,83.41,83.41
664027,110.51,221.02
664658,66.1,86.75
664991,59.49,98.77
665096,89.75,131.99
665619,69.2,195.2
666192,73.91,147.83
667191,68.81,149.49
674037,70.89,100.08
674073,102.17,102.17
674218,68.64,73.91
674711,82.36,101.37
674723,119.74,150.79
676564,40.18,90.42
676618,106.34,133.05
677248,104.54,142.55
677316,121.43,300.94
677456,51.61,948.38
677847,55.25,90.42
678223,59.28,94.43
678440,166.27,274.75
679109,72.69,168.95
679117,88.7,145.72
679132,58.07,121.43
679142,71.81,112.99
679418,70.33,150.69
680696,131.99,228.08
682424,125.57,144.47
683048,28.09,31.84
683330,65.3,80.37
683989,63.6,97.46
684299,69.62,146.98
684848,63.36,126.71
684909,59.77,62.28
685089,120.55,210.97
685227,67.32,422.36
685355,16.07,41.36
685586,52.8,63.36
685662,84.48,84.48
685703,49.52,93.83
686805,84.64,129.89
693823,77.46,238.58
694090,63.36,235.21
694642,25.34,82.36
695322,73.91,147.83
695794,122.59,191.7
696411,53.6,126.71
696701,62.9,84.58
696963,151.17,151.17
697704,95.03,95.03
699236,112.95,123.95
699423,73.84,136.42
700788,91.87,137.27
703961,88.41,148.69
705433,84.47,152.05
705746,77.9,96.39
705863,255.28,467.16
705868,85.53,174.23
705965,45.39,54.89
705982,136.15,217.7
709554,114.04,171.06
710893,99.25,146.77
711673,100.32,142.55
711699,63.36,105.59
711701,68.64,84.48
711713,105.55,278.76
713955,69.62,166.77
715017,1004.63,1004.63
715421,53.24,131.61
716226,128.59,186.86
716442,88.7,120.38
717104,72.86,99.25
717107,63.36,100.32
718937,40.18,47.22
719997,39.39,75.35
720231,59.28,104.49
720525,159.66,278.76
722070,91.76,192.4
722923,132.2,163.18
722981,70.23,118.78
724720,51.94,86.2
728918,33.55,78.94
729530,162.75,493.68
730798,71.83,88.41
731094,42.83,104.7
731809,116.16,200.62
732351,35.16,100.46
732366,40.18,55.25
732391,67.81,126.59
732837,44.35,95.03
732853,70.32,125.66
732864,83.41,147.83
732985,18.26,35.95
735045,84.48,281.33
735100,89.75,153.1
736189,44.65,79.15
738298,60.58,115.54
738603,110.49,404.94
738623,80.78,126.71
740952,91.76,159.12
741214,274.65,357.96
741896,116.69,170.39
743961,23.19,23.19
744351,20.6,30.98
745850,75.03,205.74
746290,65.78,125.66
746368,52.8,80.23
746370,63.36,85.5
746371,47.52,85.5
746373,58.07,74.95
746800,105.49,212.79
747291,32.67,32.67
747509,56.14,227.48
747540,57.44,67.18
748091,45.42,80.74
749032,79.19,84.48
749243,52.45,88.97
749633,351.62,351.62
749741,56.49,133.05
749918,73.91,95.03
755746,40.89,47.52
757590,73.33,275.75
757703,408.06,551.45
758527,61.77,147.83
759356,88.85,209.07
760206,111.32,133.22
760273,40.42,207.84
760529,80.37,251.15
760674,34.94,76.98
761011,90.23,123.06
761132,60.28,110.51
761382,70.37,151.69
762718,35.26,112.52
763920,58.27,115.54
763935,112.22,162.09
764009,57.07,294.61
764030,50.23,110.51
764516,82.3,113.98
765820,58.29,117.21
768633,44.2,88.41
768975,96.32,238.25
771003,76.03,88.7
771224,52.8,63.36
771300,66.52,105.59
772045,27.91,34.12
772845,44.2,110.51
772870,62.92,164.56
773125,93.98,93.98
776288,125.44,158.39
776524,28.55,38.07
776986,47.52,84.48
776989,79.19,100.32
777638,49.88,65.84
778100,52.8,122.47
778807,52.24,60.28
779084,69.71,140.15
780032,34.84,88.97
780467,52.24,80.37
781367,43.09,87.62
782007,129.88,178.45
782139,249.2,609.26
782179,71.53,340.57
782620,207.97,320.48
782996,55.75,146.33
783297,79.19,116.16
783462,73.91,105.59
783578,73.91,89.75
783721,107.7,107.7
783722,95.03,126.71
783895,167.39,486.57
783907,64.52,148.35
784916,42.19,49.23
785076,89.34,318.63
785242,110.41,115.37
785517,88.7,109.82
785618,175.81,290.34
785712,45.21,80.37
785728,80.56,129.1
785943,61.47,148.72
786313,39.18,79.37
786432,54.74,84.69
786715,78.86,155.79
787109,35.34,73.77
787987,41.81,144.5
787993,80.25,163.14
788094,90.42,130.86
788156,90.82,252.2
788885,25.52,40.84
789357,51.74,198.52
790641,40.18,95.44
790643,39.18,95.44
790670,45.21,85.39
791960,40.18,50.23
797291,68.16,100.18
798148,60.93,112.58
798835,47.22,58.27
799202,47.82,56.26
799911,69.32,250.15
807061,143.61,390.05
808513,88.62,166.8
808754,137.27,174.23
808773,41.86,46.73
809069,58.07,121.43
809082,88.7,101.37
809164,126.71,147.83
809286,43.63,273.56
809295,38.94,73.02
809297,29.3,52.24
809322,28.59,49.73
809664,82.36,202.74
809795,63.36,80.23
809806,95.03,174.23
809815,72.86,115.09
809823,95.03,100.32
809827,47.52,179.51
823549,76.03,95.03
823590,125.66,173.18
823674,93.13,290.38
823815,125.44,150.79
823831,142.55,142.55
823832,83.41,174.23
823836,52.8,84.48
823871,69.69,95.03
823886,52.8,63.36
823952,68.64,93.98
826358,55.25,74.34
826404,44.2,79.37
826405,70.33,100.46
826413,35.26,169.79
826418,52.49,148.69
826437,123.59,305.4
826782,133.9,310.31
827352,95.44,246.32
827363,146.68,206.07
828176,55.55,133.52
829667,181.2,181.2
832943,104.98,104.98
833250,129.1,194.17
833257,52.78,111.54
833295,79.37,135.09
834004,64.07,64.07
834333,55.44,73.91
834434,58.27,68.32
835323,71.26,107.41
835510,63.36,101.37
838555,25.78,41.35
839872,66.31,187.87
839920,88.41,121.56
840813,51.51,112.38
841741,45.21,100.46
843936,28.5,100.85
844544,33.15,77.36
844644,38.35,80.74
847131,95.3,152.05
847133,42.22,168.94
847136,67.57,158.39
849119,110.34,179.51
849216,119.32,139.38
849222,141.5,163.67
849464,95.03,101.37
862639,102.17,191.82
863181,74.85,183.9
863206,65.3,78.36
863209,110.51,564.0
863510,95.03,147.83
863820,81.19,81.19
864066,49.42,170.11
864086,97.33,219.29
866836,43.32,48.19
867071,60.19,105.59
867603,140.65,457.11
867663,62.3,130.93
867688,41.18,118.16
870540,170.11,347.4
871168,137.73,148.75
871468,293.31,401.76
871735,122.49,331.56
871909,153.11,204.85
872534,102.42,167.89
872635,47.52,84.48
874501,83.4,192.1
874851,89.86,89.86
876115,69.2,79.52
876968,78.14,146.77
876976,130.93,225.97
876994,157.33,204.85
877125,47.37,208.02
879052,19.92,39.18
884299,88.41,128.59
884564,62.6,70.33
886373,30.09,95.03
886671,104.54,295.65
886893,58.42,116.84
887096,51.74,71.81
887106,39.18,80.37
887212,89.41,169.79
887663,63.36,116.16
888213,70.27,105.59
888543,68.64,89.75
888611,105.59,195.35
889013,43.82,74.97
891467,67.32,153.1
892712,126.71,126.71
893265,158.39,158.39
893392,133.05,345.54
894348,53.13,78.76
894750,73.91,174.23
894818,86.4,149.69
894876,114.04,200.38
894880,65.47,137.42
894881,64.41,156.28
895215,27.37,41.64
896508,33.31,42.83
907313,36.51,96.1
908287,39.18,86.3
910484,73.91,116.16
910632,109.82,109.82
910892,47.22,50.23
910916,139.39,181.41
911160,82.36,88.7
911196,52.8,106.65
911291,120.38,139.38
911296,64.41,67.57
911327,85.53,385.42
911799,59.28,99.46
911812,100.65,179.08
913548,62.28,280.41
915105,33.23,55.16
915653,76.64,130.4
915658,90.23,130.79
916240,45.1,93.72
916773,76.91,107.11
917022,88.41,132.61
918237,192.63,300.08
920033,75.35,85.39
921833,35.69,78.53
921899,30.93,54.73
925343,41.99,53.04
926451,102.24,164.22
926961,123.54,195.35
927904,135.63,217.89
928318,43.82,58.43
929417,66.46,217.47
929880,47.52,90.28
930443,135.63,244.93
930829,63.36,126.71
931222,50.23,177.87
931244,131.16,271.62
932084,35.9,41.18
937234,89.75,174.23
937410,129.75,156.92
938982,55.25,70.33
939268,50.23,105.48
941800,86.98,395.43
941810,94.61,821.08
941981,171.49,303.14
943641,83.4,172.02
943693,86.4,205.64
950166,73.14,134.62
954163,50.23,90.42
954819,59.48,160.74
955478,85.26,116.16
955524,52.8,89.75
955624,58.07,79.19
955633,86.58,101.37
955702,30.41,68.98
955716,69.69,145.72
955866,63.36,211.19
955999,100.32,142.55
956046,232.3,316.78
956048,60.99,133.05
956075,52.8,95.03
956078,26.39,67.57
956119,44.1,50.94
956192,47.52,110.87
956205,85.53,100.32
956603,84.48,105.59
956606,125.44,214.14
956869,67.89,177.88
959514,50.23,125.58
959562,45.21,99.46
961106,46.48,80.56
962917,35.16,65.3
963821,141.5,186.9
963862,88.41,212.98
967923,60.99,145.96
968549,88.41,110.51
970263,65.3,70.33
972050,251.15,383.77
972344,87.61,246.14
972498,75.35,95.44
973823,50.9,141.63
974553,13.03,13.03
974554,33.31,61.87
977107,29.21,102.23
977225,48.68,85.68
977426,21.18,62.23
977472,49.74,63.93
982579,31.71,40.76
984200,47.52,178.21
984274,116.79,268.24
984414,94.08,231.25
984441,58.77,130.6
984448,34.85,76.66
985224,38.94,77.9
985258,102.64,136.85
988783,45.21,110.51
988794,50.23,50.23
988802,69.32,130.6
988923,49.67,87.1
990347,119.63,286.32
990858,60.28,80.37
995800,63.29,170.79
996258,125.58,135.63
997481,115.54,296.36
998135,82.88,87.3
998382,71.48,109.96
998724,66.31,100.78
998847,75.35,95.44
1001198,77.46,98.12
1001845,91.92,123.94
1001908,50.6,50.6
1005743,47.09,100.83
1005859,41.01,64.38
1006537,17.86,28.05
1007468,62.86,73.0
1008534,61.39,71.7
1008853,87.14,87.14
1009983,38.94,38.94
1010635,95.42,353.55
1011136,52.57,68.15
1012919,83.41,93.98
1012990,131.99,216.46
1013005,68.64,121.43
1013048,63.36,116.16
1013129,88.85,157.34
1013251,76.03,158.39
1013263,105.59,126.71
1013417,110.95,501.24
1013542,72.33,185.85
1013742,95.03,158.39
1013845,131.99,131.99
1013864,79.19,211.19
1014281,105.59,174.23
1014363,74.13,107.7
1014613,63.36,147.83
1014761,148.88,276.65
1014950,93.98,142.55
1015636,36.96,36.96
1016035,148.1,302.69
1018041,60.28,80.37
1018417,136.14,211.92
1030487,258.19,537.47
1031494,129.3,243.12
1032829,69.43,107.58
1034353,47.12,89.42
1034718,67.13,113.6
1034756,82.88,253.67
1042904,32.79,98.0
1042906,35.32,35.32
1043621,100.15,231.92
1045551,93.13,98.2
1045727,71.81,100.32
1046600,52.27,126.71
1046633,63.36,101.37
1046640,79.19,95.03
1050133,85.39,135.63
1050144,67.47,89.41
1054813,50.23,50.23
1055466,37.97,59.28
1055845,61.87,135.4
1056454,40.45,89.98
1057549,61.26,71.43
1057752,52.24,88.56
1061083,63.36,95.03
1061084,36.22,93.98
1061199,55.96,78.14
1061707,211.19,327.23
1064912,68.64,110.87
1065686,126.71,126.71
1065912,84.48,84.48
1066035,68.64,68.64
1067109,36.61,110.72
1067149,91.68,133.09
1067875,59.54,105.97
1067949,44.7,44.7
1069425,73.43,107.41
1069816,37.18,72.28
1076824,103.48,121.43
1077090,52.95,158.04
1079700,80.37,80.37
1084918,27.83,36.08
1085105,41.71,62.55
1086096,194.66,399.86
1086159,70.67,127.78
1086462,47.22,172.79
1090927,90.09,112.77
1090935,300.21,451.49
1091092,50.23,55.25
1092712,142.55,157.34
1093914,82.88,186.86
1094033,209.07,304.11
1095201,170.89,188.97
1098262,47.56,143.56
1098380,100.32,100.32
1098413,73.91,116.16
1098473,84.48,174.23
1099326,108.44,165.24
1099641,51.64,198.3
1099667,51.4,80.91
1101429,53.24,80.37
1110604,40.55,101.37
1110782,78.49,163.6
1110942,79.37,209.97
1111450,88.7,114.04
1111475,58.07,68.64
1111491,63.36,73.91
1111949,51.74,73.91
1112270,51.74,83.41
1112598,48.13,85.4
1112697,72.33,92.43
1112802,43.2,49.23
1115803,57.38,100.32
1117648,68.15,214.2
1125502,52.86,74.96
1129843,59.58,158.4
1131315,49.23,55.25
1132365,55.25,90.42
1133309,68.64,95.03
1133318,89.75,95.03
1133341,95.03,200.62
1133347,105.59,253.42
1133376,150.57,168.79
1133408,126.71,137.27
1133425,52.27,77.08
1133456,57.02,95.03
1133953,33.86,59.76
1134132,95.03,126.71
1134204,100.19,154.88
1134245,69.69,95.03
1134259,84.48,127.76
1134320,35.16,60.28
1135017,33.15,111.52
1135805,152.05,333.97
1136135,92.9,543.01
1136434,135.16,422.36
1136574,97.57,181.2
1138643,50.27,63.72
1145753,43.07,76.61
1146786,129.36,145.31
1146794,75.16,298.89
1146841,57.56,66.02
1146849,35.24,280.12
1146854,110.07,204.46
1146861,96.71,307.85
1146866,65.57,125.66
1146867,59.01,209.5
1146870,74.04,136.21
1146896,89.41,137.03
1146899,61.68,112.52
1146906,65.3,114.9
1146912,75.95,117.2
1146914,71.33,156.72
1146921,45.21,95.44
1146929,83.18,88.61
1146942,59.28,110.51
1146954,150.04,275.88
1146955,82.28,239.1
1148451,86.58,172.12
1148453,93.98,206.56
1148460,51.81,130.13
1148661,257.17,293.31
1148722,43.61,108.76
1150778,49.23,63.29
1151397,99.46,129.59
1152397,82.28,116.16
1154149,169.79,232.28
1154695,29.54,46.65
1154938,91.96,418.16
1156010,59.18,128.59
1156011,60.28,99.46
1156139,68.71,99.46
1156141,91.62,260.19
1156142,84.39,154.28
1156175,65.1,286.32
1156476,69.2,109.48
1157108,101.47,204.94
1157571,43.29,93.98
1157575,48.22,169.79
1157818,100.53,162.61
1157830,115.79,546.38
1157858,60.13,234.16
1158218,236.45,366.71
1158977,156.72,525.42
1161541,82.89,369.58
1162298,76.65,163.75
1162339,48.44,70.65
1162349,45.21,165.76
1162672,96.8,229.99
1162845,68.64,104.54
1163178,84.39,145.67
1163314,197.04,334.66
1163514,77.36,180.84
1163973,88.86,130.93
1165023,142.74,220.01
1165025,42.49,95.05
1165149,181.48,213.92
1167586,85.9,135.63
1177185,122.49,225.96
1177395,56.07,483.64
1177553,95.03,142.55
1177961,33.73,54.48
1177968,134.36,264.22
1178314,118.55,354.64
1179010,57.02,95.03
1179198,85.72,124.97
1184267,115.53,270.54
1191385,51.05,224.4
1191802,64.03,130.14
1191828,50.61,89.86
1191861,102.24,147.69
1192032,111.51,208.37
1192038,54.74,91.92
1192862,67.09,105.48
1193825,137.27,253.42
1194304,67.47,183.04
1194502,80.1,125.21
1194505,75.02,114.55
1194601,103.03,169.79
1195252,114.32,210.97
1195540,59.13,150.09
1195692,67.77,211.16
1195699,103.59,558.58
1195763,207.05,497.29
1195903,55.45,95.48
1195908,72.33,138.63
1195911,80.34,231.06
1195923,71.42,216.07
1196352,94.72,177.6
1196572,115.53,303.4
1196614,65.68,135.72
1196717,73.91,116.15
1197411,64.15,105.49
1198059,74.97,135.16
1198111,70.23,129.1
1198426,74.96,204.41
1199180,95.03,168.94
1199734,52.8,73.91
1199921,70.75,126.76
1206151,52.42,909.54
1206248,115.54,160.74
1207562,76.35,110.51
1207567,58.43,71.08
1209662,55.25,117.34
1210110,77.36,154.71
1217651,65.3,114.53
1217812,84.39,169.79
1219541,78.13,164.22
1220055,142.66,142.66
1220830,79.83,189.01
1220994,70.33,80.37
1221041,45.21,602.77
1221410,48.23,49.23
1221859,55.25,113.53
1223869,17.29,34.59
1224585,71.27,96.05
1225894,120.55,120.55
1226349,75.35,119.55
1226411,143.76,161.84
1227474,60.28,75.35
1228351,81.1,162.22
1228421,87.3,137.03
1228823,90.33,90.33
1229545,70.33,150.69
1232387,59.28,59.28
1233026,47.22,111.52
1233164,49.23,120.55
1236518,203.28,309.76
1238033,44.2,49.23
1238464,56.8,92.95
1238696,45.21,56.26
1242166,62.55,166.8
1242860,50.23,80.37
1244436,77.11,132.41
1244923,70.33,104.49
1245335,52.24,115.54
1245346,89.07,355.37
1246724,49.73,68.52
1247250,51.13,420.36
1249380,41.21,82.63
1250265,54.03,54.03
1254444,36.96,209.07
1255033,84.58,201.69
1256354,11.9,35.69
1260512,60.28,104.49
1260893,60.28,129.59
1260913,170.79,170.79
1261920,81.59,153.88
1264641,33.15,82.88
1265792,157.73,330.42
1266894,217.52,305.16
1267869,86.9,164.0
1268708,95.44,190.88
1269708,65.3,133.62
1270157,142.55,259.76
1273560,117.42,649.69
1274832,65.23,175.26
1276541,39.78,45.21
1280095,138.45,968.62
1290699,42.19,44.2
1294209,71.07,249.29
1294834,50.6,70.23
1296358,57.87,273.31
1300158,84.69,154.92
1300713,77.53,163.28
1301065,40.18,71.33
1302879,67.38,116.8
1307592,59.28,69.32
1313148,50.23,60.28
1313751,64.8,95.92
1314749,62.25,122.58
1317710,70.33,85.39
1320942,166.77,184.85
1334014,63.54,120.81
1335245,90.65,148.35
1335785,70.96,174.54
1343287,84.39,99.46
1343528,158.74,611.82
1344141,40.42,50.52
1345570,40.18,123.57
1345737,104.49,209.97
1353807,39.96,133.21
1354550,55.25,85.39
1354839,57.86,139.64
1357811,90.42,90.42
1367804,37.18,76.35
1369357,55.25,80.37
1373180,78.87,316.84
1374188,77.06,230.25
1374368,87.12,222.64
1380844,98.55,109.5
1396738,104.55,1297.12
1398456,50.23,90.42
1411084,97.08,133.23
1413290,20.39,37.11
1413663,84.47,185.85
1414781,146.77,294.6
1432107,52.09,61.28
1445840,55.25,110.51
1456384,54.25,79.37
1461626,77.36,77.36
1465246,46.22,104.49
1478427,80.37,105.48
1481409,65.3,79.37
1482284,989.61,989.61
1491493,99.46,99.46
1505075,84.58,670.51
1505130,104.09,104.09
1505219,68.64,126.71
1505292,61.24,122.49
1505295,44.88,177.39
1505346,107.7,107.7
1505354,211.19,211.19
1505424,82.36,107.7
1505484,84.48,116.16
1505822,79.19,100.32
1505832,212.51,267.94
1505976,68.64,73.91
1506011,195.35,195.35
1506026,46.46,78.14
1506038,108.76,108.76
1506090,120.38,120.38
1506122,242.87,242.87
1506312,64.41,85.53
1506483,60.19,144.45
1506537,110.87,131.99
1506570,95.03,183.73
1506644,76.03,101.37
1506668,107.7,145.72
1506680,67.57,78.14
1506685,52.8,163.67
1506696,115.09,157.34
1506708,69.69,82.36
1506839,105.59,153.1
1506850,115.46,427.65
1507030,62.72,100.1
1507031,94.08,189.01
1507045,68.64,68.64
1507108,95.03,165.99
1507112,99.78,126.39
1507175,100.32,248.14
1507187,110.87,205.9
1507213,114.99,971.87
1507291,55.17,110.87
1507335,45.7,67.98
1507339,42.23,77.08
1507422,122.59,155.85
1507516,68.64,68.64
1507555,47.52,68.64
1507696,78.14,146.77
1507753,143.25,155.92
1507770,72.23,114.04
1507786,61.24,144.67
1507968,94.5,97.15
1507978,73.91,87.65
1507999,155.22,171.06
1508142,101.37,190.07
1508258,42.23,79.19
1508346,47.52,136.21
1508368,66.52,104.54
1508698,118.79,184.78
1508796,89.75,89.75
1508950,100.32,116.16
1509002,52.8,52.8
1509032,89.75,89.75
1509082,60.82,133.05
1509261,67.57,78.14
1509309,58.07,137.27
1509329,63.36,126.71
1509418,54.13,83.41
1509470,70.57,219.11
1509502,158.39,158.39
1509517,89.75,131.99
1509688,89.75,179.51
1509716,126.71,359.01
1509800,114.99,139.38
1509812,79.19,110.87
1509952,89.75,110.87
1510072,79.19,79.19
1510131,105.59,126.71
1510132,80.78,121.43
1510196,36.96,52.8
1510305,70.32,139.38
1510321,95.03,116.16
1510397,100.32,137.27
1510431,104.54,184.78
1510525,104.54,104.54
1510571,89.75,89.75
1510660,89.75,105.59
1510719,95.03,348.45
1510831,73.91,116.16
1511166,121.43,146.77
1511196,105.59,401.25
1517296,48.88,99.26
1517340,91.76,1058.05
1518227,107.59,201.22
1518264,82.36,120.38
1519087,116.16,147.83
1519185,84.58,157.34
1519991,64.94,152.05
1521030,50.23,90.42
1522530,79.72,166.84
1522906,95.03,168.94
1522974,40.13,63.36
1523565,68.77,140.16
1523634,79.92,108.53
1524624,56.16,395.4
1527778,212.86,236.51
1529977,93.44,205.95
1531258,216.89,371.81
1531926,479.15,545.88
1532438,68.64,136.21
1533284,25.57,63.0
1534068,82.36,98.2
1534565,26.91,62.44
1535174,41.41,76.12
1535942,76.03,84.48
1536489,72.86,142.55
1536853,89.41,89.41
1537731,155.78,155.78
1539336,58.27,93.44
1542776,61.77,195.35
1544879,144.13,243.92
1547511,44.55,70.55
1547512,64.03,95.02
1551466,89.33,147.83
1551529,39.12,79.19
1551586,72.86,88.7
1551660,42.23,316.78
1555057,126.71,147.83
1555965,107.7,190.07
1556068,139.24,685.16
1556330,218.93,323.18
1560172,200.62,200.62
1567377,88.7,99.25
1567807,60.15,90.42
1568074,55.25,55.25
1571102,71.27,121.43
1572466,82.63,82.63
1572601,50.23,140.65
1573527,73.91,190.07
1577532,48.23,55.25
1577743,92.83,154.71
1579443,35.9,72.86
1581951,158.39,158.39
1587272,63.36,95.03
1589165,50.68,50.68
1590185,66.31,135.63
1590781,68.64,95.03
1592077,60.28,80.37
1602142,43.2,115.54
1602825,55.56,99.46
1614399,121.85,322.78
1617926,85.33,302.47
1618271,193.23,510.01
1618272,108.97,222.43
1618453,121.7,170.39
1620013,62.09,179.51
1620036,95.03,141.37
1620059,46.46,130.93
1620065,51.0,115.1
1620693,43.24,72.07
1622052,92.95,132.27
1622338,115.54,236.09
1623790,79.28,353.07
1624305,133.0,220.59
1624585,38.77,80.25
1632447,44.67,111.72
1637152,49.24,116.63
1637922,55.32,143.78
1640646,41.71,62.82
1640665,49.23,102.48
1641005,44.35,114.04
1642020,158.68,729.36
1642222,58.43,68.15
1645325,59.27,69.55
1650884,169.79,199.92
1651972,63.36,147.83
1652306,31.57,57.44
1654858,52.18,76.74
1656527,53.3,89.47
1658359,36.97,92.53
1658787,63.36,63.36
1665938,68.95,147.35
1666671,32.15,57.27
1669229,52.13,57.34
1678584,52.24,96.44
1678955,58.07,131.99
1693534,58.07,131.99
1694084,115.36,133.58
1695741,75.82,157.73
1696779,39.43,58.43
1696916,102.42,147.83
1699003,28.19,41.97
1699171,153.91,445.28
1699962,45.21,65.3
1701829,28.71,53.29
1707767,141.5,662.06
1708715,85.53,95.03
1711265,57.02,100.32
1711320,42.42,89.75
1714324,83.41,109.82
1715300,63.36,153.1
1716052,190.07,232.3
1716832,61.28,115.54
1727302,273.51,552.55
1731561,66.87,188.76
1743822,111.21,212.96
1755523,103.48,254.41
1766997,47.52,84.48
1768239,95.03,145.72
1775510,35.08,52.62
1775994,48.34,618.65
1784204,76.03,88.7
1784240,68.64,95.03
1785188,38.01,76.03
1803488,124.6,296.72
1805174,19.71,127.06
1806599,63.36,84.48
1811087,153.88,164.66
1812263,50.55,119.43
1812959,58.29,139.38
1813256,79.83,157.34
